id,title,asset,givens_81,solution_81,clues,stored_difficulty,stored_score,rerated_difficulty,rerated_score,human_solved,solution_count,step_count,required_techniques,technique_counts,ranked_eligible,audit_reason
extreme_025,Expert Challenge 25,assets/puzzles/extreme/extreme_01.json,080070000607000040000500106000150060900000700000062000000000012061403000058000000,584671923617329845392548176843157269926834751175962438439785612261493587758216394,23,expert,249,expert,249,true,1,72,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:9|hidden_pair:3|pointing_pair:10|naked_pair:1|naked_single:49,true,Re-rated above Expert threshold by current solver score.
extreme_026,Expert Challenge 26,assets/puzzles/extreme/extreme_01.json,003007090247000000006500000000008206000002050100309000080260000004000070000805000,853427691247196385916583724539748216478612953162359847785264139624931578391875462,23,expert,249,expert,249,true,1,70,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:19|naked_pair:1|hidden_pair:1|pointing_pair:9|x_wing:1|naked_single:39,true,Re-rated above Expert threshold by current solver score.
extreme_027,Expert Challenge 27,assets/puzzles/extreme/extreme_01.json,000000950000300802400060000000000197065000000007003000050000000000431008103082000,731824956596317842482965371324658197865179234917243685258796413679431528143582769,23,expert,249,expert,249,true,1,71,hidden_pair|hidden_single|naked_single|pointing_pair,hidden_single:16|hidden_pair:2|pointing_pair:11|naked_single:42,true,Re-rated above Expert threshold by current solver score.
extreme_013,Expert Challenge 13,assets/puzzles/extreme/extreme_01.json,003009271000050008000000060009714020017032000000000000090000600004201030062003000,653849271721356498948127563589714326417632859236985147395478612874261935162593784,26,expert,248,expert,248,true,1,66,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:11|hidden_pair:1|pointing_pair:4|x_wing:4|naked_pair:2|naked_single:44,true,Re-rated above Expert threshold by current solver score.
extreme_014,Expert Challenge 14,assets/puzzles/extreme/extreme_01.json,000497000900050003018000000002004090630001200000080000105000904060005000000000071,326497815947158623518236749852364197634971258791582436175823964469715382283649571,24,expert,248,expert,248,true,1,70,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,naked_single:44|hidden_single:13|naked_pair:2|pointing_pair:9|hidden_pair:1|x_wing:1,true,Re-rated above Expert threshold by current solver score.
extreme_015,Expert Challenge 15,assets/puzzles/extreme/extreme_01.json,003500708690100400000000000027400805089010000000000000900200060000801307000000100,243569718695187432871324956127436895589712643364958271918273564456891327732645189,24,expert,248,expert,248,true,1,68,hidden_pair|hidden_single|naked_single|pointing_pair|x_wing,naked_single:46|hidden_single:11|hidden_pair:2|pointing_pair:6|x_wing:3,true,Re-rated above Expert threshold by current solver score.
extreme_016,Expert Challenge 16,assets/puzzles/extreme/extreme_01.json,000300010060000507200090000008009675040006000000000902700003000000020006350180000,597368214863412597214795863138249675942576138675831942729653481481927356356184729,24,expert,248,expert,248,true,1,71,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,naked_single:45|hidden_single:12|hidden_pair:2|naked_pair:2|pointing_pair:10,true,Re-rated above Expert threshold by current solver score.
extreme_017,Expert Challenge 17,assets/puzzles/extreme/extreme_01.json,005910000008000000340000080000800004401000009000600537020169000000080100600000070,275918463198436752346725981753892614461573829982641537827169345534287196619354278,24,expert,248,expert,248,true,1,67,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:14|naked_pair:1|pointing_pair:4|x_wing:4|hidden_pair:1|naked_single:43,true,Re-rated above Expert threshold by current solver score.
extreme_018,Expert Challenge 18,assets/puzzles/extreme/extreme_01.json,030402000000090081000300060000200009607500008053000070301000000000900020480000003,138462795246795381579381462814276539627539148953148276391824657765913824482657913,24,expert,248,expert,248,true,1,72,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:5|hidden_pair:3|naked_pair:3|pointing_pair:9|naked_single:52,true,Re-rated above Expert threshold by current solver score.
extreme_019,Expert Challenge 19,assets/puzzles/extreme/extreme_01.json,700000503046500000000082000800007000003820000600000025000000090060251000400000001,728964513946513782531782964852647139193825647674139825215478396369251478487396251,23,expert,248,expert,248,true,1,71,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:15|hidden_pair:4|naked_pair:4|naked_single:43|pointing_pair:4|x_wing:1,true,Re-rated above Expert threshold by current solver score.
extreme_020,Expert Challenge 20,assets/puzzles/extreme/extreme_01.json,000005000431000080000040007900000010100000602000803700000074200010000035090008000,279685143431729586865341927947256318183497652526813794358174269714962835692538471,23,expert,248,expert,248,true,1,71,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:9|hidden_pair:2|naked_pair:1|pointing_pair:9|x_wing:1|naked_single:49,true,Re-rated above Expert threshold by current solver score.
extreme_021,Expert Challenge 21,assets/puzzles/extreme/extreme_01.json,000000600000960120509800000000308000076000003800000590007040000600000807002003000,218437659734965128569812374951328746476159283823674591387546912645291837192783465,23,expert,248,expert,248,true,1,68,hidden_single|naked_pair|naked_single|pointing_pair|x_wing,naked_single:38|hidden_single:20|naked_pair:1|pointing_pair:6|x_wing:3,true,Re-rated above Expert threshold by current solver score.
extreme_022,Expert Challenge 22,assets/puzzles/extreme/extreme_01.json,800120000000004306000000000050000862000006900028001000007000004200000000040003609,863129547912754386475638291159347862734286915628591473387962154296415738541873629,22,expert,248,expert,248,true,1,73,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:18|naked_pair:7|hidden_pair:4|pointing_pair:3|naked_single:41,true,Re-rated above Expert threshold by current solver score.
extreme_005,Expert Challenge 05,assets/puzzles/extreme/extreme_01.json,900007000500020109000040060020090600060000003009100080050000002200410000080039010,914567328576823149832941765728394651165782493349156287451678932293415876687239514,25,expert,247,expert,247,true,1,67,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:18|pointing_pair:4|x_wing:3|naked_single:38|naked_pair:3|hidden_pair:1,true,Re-rated above Expert threshold by current solver score.
extreme_006,Expert Challenge 06,assets/puzzles/extreme/extreme_01.json,360089100001063208000000030700000002005010000000008301000000040000752003036000000,364289157571463298982175436713946582825317964649528371257631849498752613136894725,25,expert,247,expert,247,true,1,68,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:19|naked_pair:4|pointing_pair:5|hidden_pair:1|x_wing:2|naked_single:37,true,Re-rated above Expert threshold by current solver score.
extreme_007,Expert Challenge 07,assets/puzzles/extreme/extreme_01.json,210000000008002704000000030000659000080000000065000047009508000050200000307090010,213764985598132764476985132734659821182347659965821347649518273851273496327496518,24,expert,247,expert,247,true,1,70,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,naked_single:49|hidden_single:8|hidden_pair:1|naked_pair:4|pointing_pair:6|x_wing:2,true,Re-rated above Expert threshold by current solver score.
extreme_008,Expert Challenge 08,assets/puzzles/extreme/extreme_01.json,000000100290610000800003709700001902000090000000807400008000000050000061000524000,345972186297618534861453729786341952134295678529867413978136245452789361613524897,24,expert,247,expert,247,true,1,70,hidden_pair|hidden_single|naked_single|pointing_pair|x_wing,hidden_single:8|hidden_pair:2|pointing_pair:10|x_wing:1|naked_single:49,true,Re-rated above Expert threshold by current solver score.
extreme_009,Expert Challenge 09,assets/puzzles/extreme/extreme_01.json,008005090209000004040000006003000020182006000000081007006000003000057000000108700,368745291219863574547912386673594128182376459495281637756429813831657942924138765,24,expert,247,expert,247,true,1,72,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,naked_single:51|hidden_single:6|hidden_pair:5|pointing_pair:6|naked_pair:4,true,Re-rated above Expert threshold by current solver score.
extreme_010,Expert Challenge 10,assets/puzzles/extreme/extreme_01.json,000008900800000054076000000000090000009512700000300406007000301500003000010000049,145238967823769154976451832738694215469512783251387496687945321594123678312876549,24,expert,247,expert,247,true,1,71,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,naked_single:48|hidden_single:9|naked_pair:5|pointing_pair:6|hidden_pair:2|x_wing:1,true,Re-rated above Expert threshold by current solver score.
extreme_011,Expert Challenge 11,assets/puzzles/extreme/extreme_01.json,100000374805000000000090000000050200058070000200104000002000008600030000000906520,196528374825743169347691852461859237958372416273164985532417698689235741714986523,23,expert,247,expert,247,true,1,73,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:10|hidden_pair:3|naked_single:48|naked_pair:7|pointing_pair:5,true,Re-rated above Expert threshold by current solver score.
extreme_012,Expert Challenge 12,assets/puzzles/extreme/extreme_01.json,020070000006000008070009500000800060000357800400000000030086200084005001000000006,325178649946523178871649523753814962269357814418962357137486295684295731592731486,23,expert,247,expert,247,true,1,71,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair,hidden_single:22|hidden_pair:2|naked_pair:4|pointing_pair:7|naked_single:36,true,Re-rated above Expert threshold by current solver score.
extreme_001,Expert Challenge 01,assets/puzzles/extreme/extreme_01.json,007520000000080040306007000000200800009010003063000400000000600000008754690004030,947521386521386947386947521415263879879415263263879415754132698132698754698754132,25,expert,246,expert,246,true,1,71,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:3|naked_pair:6|naked_single:53|pointing_pair:7|hidden_pair:1|x_wing:1,true,Re-rated above Expert threshold by current solver score.
extreme_002,Expert Challenge 02,assets/puzzles/extreme/extreme_01.json,000040050900000800086300000000923100000100005007000900000030200054079608000000040,172846359935712864486395721548923176293167485617458932861534297354279618729681543,24,expert,246,expert,246,true,1,71,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,naked_single:49|hidden_single:8|hidden_pair:2|naked_pair:5|pointing_pair:6|x_wing:1,true,Re-rated above Expert threshold by current solver score.
extreme_003,Expert Challenge 03,assets/puzzles/extreme/extreme_01.json,850040006000000000004109000300090000560700000000000732421000000600030040000010900,857342196916578324234169587372491658568723419149685732421956873695837241783214965,23,expert,246,expert,246,true,1,70,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,naked_single:50|hidden_single:8|pointing_pair:8|naked_pair:1|x_wing:2|hidden_pair:1,true,Re-rated above Expert threshold by current solver score.
extreme_004,Expert Challenge 04,assets/puzzles/extreme/extreme_01.json,271000000008000050000803000000000000000000231300509040107006002000000400000382000,271954863638127954549863127486231579795648231312579648157496382823715496964382715,22,expert,246,expert,246,true,1,70,hidden_pair|hidden_single|naked_pair|naked_single|pointing_pair|x_wing,hidden_single:25|pointing_pair:7|naked_pair:2|hidden_pair:1|x_wing:1|naked_single:34,true,Re-rated above Expert threshold by current solver score.
